"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","fir_number","crime_type_rowid","crime_category_rowid","act_rowid","section_rowid","unit_rowid","district_rowid","state_rowid","occurrence_datetime","complaint_datetime","latitude","longitude","place_of_occurrence","complaint_mode","case_priority","case_status","investigation_officer_rowid","created_by_rowid","ai_risk_score","ai_summary","is_sensitive"
"49093000000157357","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00100","49093000000153092","49093000000157232","49093000000157242","49093000000155089","49093000000153068","49093000000155025","1","2026-02-22 11:07:04","2026-02-22 20:23:04","18.4732","75.1512","H.No. 45, Dass Ganj, Singrauli-676905","Phone","Medium","Closed","49093000000157145","49093000000157166","17.41","Aliquid nostrum sequi hic consequatur in repellendus ducimus assumenda culpa dignissimos sint.","false"
"49093000000157358","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00101","49093000000153090","49093000000157227","49093000000157249","49093000000155089","49093000000153033","49093000000155025","1","2024-12-31 21:06:41","2024-12-31 22:07:41","12.367","77.1282","29/22, Magar Marg, Unnao 079982","Walk-in","Critical","Open","49093000000157183","49093000000157189","44.26","Eos beatae error minima aspernatur neque porro optio.","true"
"49093000000157359","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00102","49093000000153089","49093000000157226","49093000000157250","49093000000155092","49093000000153044","49093000000155014","1","2024-12-15 18:48:17","2024-12-15 21:30:17","17.5264","74.4072","94/506, Mand, Sambhal-810497","Phone","High","Open","49093000000157205","49093000000157119","82.25","Vitae natus at expedita deserunt officia omnis.","true"
"49093000000157360","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00103","49093000000153092","49093000000157230","49093000000157246","49093000000155084","49093000000153064","49093000000155009","1","2025-01-16 22:44:38","2025-01-17 09:01:38","15.513","77.2384","58/01, Pillay Nagar, Dindigul-535064","Emergency 112","Low","Under Investigation","49093000000157209","49093000000157066","26.82","Doloremque hic sint corporis quos unde cumque adipisci voluptatem labore numquam fugiat aperiam ea.","false"
"49093000000157361","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00104","49093000000153090","49093000000157231","49093000000157249","49093000000155088","49093000000153052","49093000000155024","1","2025-03-16 01:27:37","2025-03-16 05:41:37","14.4989","77.9155","25/39, Pandey Zila, Fatehpur 228526","Online","Medium","Charge Sheet Filed","49093000000157129","49093000000157147","30.93","Earum dicta sunt optio ducimus quibusdam error veritatis omnis vitae officia dolore pariatur quibusdam dignissimos.","false"
"49093000000157362","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00105","49093000000153096","49093000000157224","49093000000157249","49093000000155093","49093000000153017","49093000000155031","1","2024-10-20 08:41:11","2024-10-20 17:03:11","17.4015","76.9627","H.No. 88, Anne Circle, Anand 138532","Online","Low","Charge Sheet Filed","49093000000157164","49093000000157090","92.71","Minus natus facilis rem accusantium sapiente at atque doloribus nesciunt quisquam quasi nemo consequatur.","true"
"49093000000157363","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00106","49093000000153088","49093000000157231","49093000000157248","49093000000155093","49093000000153019","49093000000155010","1","2025-03-21 03:58:06","2025-03-21 10:43:06","17.6202","76.3255","95/44, Sethi, Darbhanga-756723","Online","High","Closed","49093000000157151","49093000000157056","34.29","Quod possimus beatae atque doloremque quam officiis suscipit rem aliquam aliquid dolore nobis perspiciatis earum.","false"
"49093000000157364","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00107","49093000000153090","49093000000157228","49093000000157245","49093000000155093","49093000000153028","49093000000155020","1","2025-07-25 12:00:11","2025-07-25 14:33:11","12.0322","74.3584","36/85, Shah Path, Chapra-439431","Emergency 112","Critical","Closed","49093000000157151","49093000000157123","48.09","Omnis sunt libero fugiat adipisci quisquam deserunt est.","true"
"49093000000157365","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00108","49093000000153087","49093000000157224","49093000000157248","49093000000155088","49093000000153034","49093000000155017","1","2025-10-22 14:49:32","2025-10-22 20:17:32","15.4754","77.9698","526, Sane, Hindupur 133976","Emergency 112","High","Closed","49093000000157047","49093000000157173","95.17","Voluptatibus tenetur ut vero maiores praesentium earum in cumque ea tenetur error nihil laudantium.","false"
"49093000000157366","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00109","49093000000153091","49093000000157232","49093000000157244","49093000000155093","49093000000153077","49093000000155031","1","2024-07-12 06:34:10","2024-07-12 15:07:10","13.8911","74.4373","H.No. 929, Baria Street, Kanpur 383237","Emergency 112","Medium","Charge Sheet Filed","49093000000157208","49093000000157037","58.66","Iure animi minima ipsum ratione modi debitis totam suscipit.","true"
"49093000000157367","49093000000013007","2026-06-28 13:23:29:063","2026-06-28 13:23:29:063","FIR-2026-00110","49093000000153093","49093000000157227","49093000000157243","49093000000155087","49093000000153070","49093000000155024","1","2026-06-11 01:02:01","2026-06-11 11:56:01","18.0213","75.8727","45/73, Choudhury Street, Miryalaguda-885226","Phone","High","Closed","49093000000157090","49093000000157066","94.48","Esse vel temporibus vitae animi minima beatae quae illo corrupti harum odio.","true"
"49093000000157368","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00111","49093000000153095","49093000000157230","49093000000157248","49093000000155084","49093000000153038","49093000000155021","1","2024-12-04 01:34:51","2024-12-04 08:08:51","17.6994","76.451","647, Loyal Nagar, Ambala 876196","Emergency 112","Low","Charge Sheet Filed","49093000000157045","49093000000157117","62.66","Deserunt quisquam quisquam cupiditate quisquam vitae beatae modi.","false"
"49093000000157369","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00112","49093000000153089","49093000000157228","49093000000157243","49093000000155093","49093000000153076","49093000000155021","1","2025-11-22 09:33:11","2025-11-22 14:13:11","17.5683","77.0361","92/46, Natt Ganj, Pudukkottai 499567","Online","High","Charge Sheet Filed","49093000000157118","49093000000157124","66.49","Nobis nobis minus aliquam cum cumque dignissimos harum dolorum omnis distinctio.","false"
"49093000000157370","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00113","49093000000153090","49093000000157233","49093000000157243","49093000000155090","49093000000153059","49093000000155033","1","2025-10-07 14:47:21","2025-10-07 15:46:21","12.1056","75.2477","H.No. 71, Chaudhuri, Bhalswa Jahangir Pur 032685","Online","Critical","Under Investigation","49093000000157196","49093000000157111","44.37","Dolor molestias tenetur velit tenetur quis culpa consequuntur libero cupiditate repellat.","false"
"49093000000157371","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00114","49093000000153095","49093000000157232","49093000000157242","49093000000155089","49093000000153066","49093000000155028","1","2024-11-25 11:37:22","2024-11-25 22:33:22","15.8263","74.9631","43, Bhandari Street, Panvel 431208","Online","Medium","Open","49093000000157115","49093000000157107","52.08","Repellat dolores accusantium ad provident voluptate explicabo quae nisi error tempore sint eaque architecto magnam sunt.","false"
"49093000000157372","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00115","49093000000153088","49093000000157228","49093000000157248","49093000000155085","49093000000153057","49093000000155027","1","2026-04-08 16:31:36","2026-04-09 02:23:36","13.8277","74.8809","715, Mani Circle, Lucknow 199405","Phone","Medium","Under Investigation","49093000000157134","49093000000157109","22.92","Minus necessitatibus fugit consectetur nisi neque sequi nulla saepe veniam.","false"
"49093000000157373","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00116","49093000000153093","49093000000157230","49093000000157241","49093000000155090","49093000000153066","49093000000155017","1","2024-10-06 12:40:25","2024-10-06 14:12:25","17.3548","77.9965","86/40, Rajagopal Nagar, Dewas-305449","Emergency 112","Low","Charge Sheet Filed","49093000000157161","49093000000157193","29.92","Pariatur laudantium mollitia natus modi temporibus earum accusamus sed ab quo eum quam debitis.","false"
"49093000000157374","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00117","49093000000153092","49093000000157224","49093000000157246","49093000000155086","49093000000153077","49093000000155022","1","2025-02-26 22:34:46","2025-02-27 08:38:46","13.6825","75.2333","31/526, Gandhi Street, Secunderabad-610922","Walk-in","Low","Under Investigation","49093000000157076","49093000000157110","85.69","Possimus ipsam mollitia vero consectetur neque minus omnis.","true"
"49093000000157375","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00118","49093000000153093","49093000000157226","49093000000157250","49093000000155093","49093000000153037","49093000000155028","1","2026-06-11 12:03:00","2026-06-11 14:39:00","15.6787","74.6319","70/422, Gera Street, Karawal Nagar 020319","Phone","Low","Charge Sheet Filed","49093000000157062","49093000000157184","62.0","Cumque illo occaecati voluptatum hic eius delectus ipsa possimus perferendis laboriosam eius hic perferendis molestias.","false"
"49093000000157376","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00119","49093000000153089","49093000000157231","49093000000157247","49093000000155086","49093000000153021","49093000000155036","1","2025-12-27 12:37:30","2025-12-27 22:41:30","17.0749","74.2872","940, Bath Ganj, Gurgaon 239437","Walk-in","Low","Under Investigation","49093000000157210","49093000000157099","97.2","Pariatur totam assumenda saepe architecto fuga consequuntur.","false"
"49093000000157377","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00120","49093000000153089","49093000000157226","49093000000157248","49093000000155090","49093000000153073","49093000000155012","1","2025-07-09 14:37:11","2025-07-10 02:01:11","14.3029","78.212","82/984, Kibe Circle, Sambhal-210750","Emergency 112","Low","Closed","49093000000157077","49093000000157099","18.05","Repudiandae nihil nesciunt excepturi dolor amet iure sint illum suscipit porro.","true"
"49093000000157378","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00121","49093000000153091","49093000000157224","49093000000157243","49093000000155085","49093000000153025","49093000000155015","1","2025-12-18 18:39:11","2025-12-19 04:23:11","15.6135","77.0319","08/796, Varughese Marg, Agartala 368973","Walk-in","High","Under Investigation","49093000000157151","49093000000157035","14.69","Ab ex nam debitis commodi repellendus error debitis ducimus ducimus aliquam rerum dolor.","false"
"49093000000157379","49093000000013007","2026-06-28 13:23:29:064","2026-06-28 13:23:29:064","FIR-2026-00122","49093000000153087","49093000000157225","49093000000157250","49093000000155085","49093000000153057","49093000000155028","1","2026-06-24 12:36:00","2026-06-24 21:44:00","16.7674","76.8708","843, Kala Marg, Pallavaram-757685","Online","High","Under Investigation","49093000000157132","49093000000157068","39.93","Modi magni sint minus cupiditate qui eius sapiente libero possimus aspernatur soluta recusandae voluptatibus explicabo.","true"
"49093000000157380","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00123","49093000000153094","49093000000157226","49093000000157241","49093000000155088","49093000000153026","49093000000155010","1","2026-05-29 00:34:02","2026-05-29 07:42:02","17.3911","77.8504","H.No. 495, Comar, Raebareli-261034","Walk-in","Low","Charge Sheet Filed","49093000000157093","49093000000157076","87.34","Voluptas modi doloribus nulla occaecati expedita animi nemo eos magni quis officia.","true"
"49093000000157381","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00124","49093000000153094","49093000000157231","49093000000157244","49093000000155087","49093000000153051","49093000000155006","1","2026-05-22 17:53:01","2026-05-22 19:47:01","15.435","77.7448","01/54, Mohan Ganj, Bilaspur 937726","Online","High","Open","49093000000157207","49093000000157210","73.24","Nostrum libero atque voluptas architecto accusantium repellendus occaecati esse error eius soluta voluptatibus.","true"
"49093000000157382","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00125","49093000000153095","49093000000157230","49093000000157248","49093000000155084","49093000000153067","49093000000155009","1","2024-08-18 22:26:39","2024-08-19 00:57:39","12.3306","76.0976","67/855, Tandon, Kanpur-190102","Walk-in","Critical","Charge Sheet Filed","49093000000157129","49093000000157085","80.33","Delectus cupiditate soluta blanditiis laudantium itaque quos sapiente repellendus nisi iure cum.","false"
"49093000000157383","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00126","49093000000153093","49093000000157229","49093000000157244","49093000000155087","49093000000153050","49093000000155020","1","2026-01-05 22:11:13","2026-01-06 06:12:13","17.2007","78.6415","H.No. 64, Kalita Nagar, Bharatpur-735842","Walk-in","High","Open","49093000000157192","49093000000157167","62.33","Accusantium harum officiis repellat minus dolores a sapiente incidunt explicabo iste ipsam odio rem nesciunt adipisci.","false"
"49093000000157384","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00127","49093000000153089","49093000000157231","49093000000157250","49093000000155087","49093000000153060","49093000000155033","1","2025-10-26 21:24:04","2025-10-26 23:53:04","16.0822","76.9416","14, Khalsa Circle, Loni-353093","Online","Low","Under Investigation","49093000000157041","49093000000157190","90.85","Nemo amet reiciendis nostrum quas velit saepe nemo minus ducimus perspiciatis rem quis.","false"
"49093000000157385","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00128","49093000000153088","49093000000157231","49093000000157244","49093000000155086","49093000000153071","49093000000155018","1","2026-04-09 21:29:04","2026-04-10 05:42:04","14.2555","77.5829","H.No. 23, Deshpande Path, Bhiwandi-184381","Online","Critical","Charge Sheet Filed","49093000000157144","49093000000157163","5.37","Doloribus harum consectetur libero dolorum similique ea quos possimus dignissimos praesentium hic.","true"
"49093000000157386","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00129","49093000000153095","49093000000157231","49093000000157249","49093000000155088","49093000000153044","49093000000155023","1","2025-05-18 01:32:57","2025-05-18 10:04:57","14.3161","75.0435","H.No. 07, Keer Zila, Jamshedpur 056018","Online","Critical","Open","49093000000157203","49093000000157031","70.31","Magnam doloremque a totam neque tempora voluptas optio sit suscipit tempora ipsum iusto ipsam aspernatur sunt.","false"
"49093000000157387","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00130","49093000000153089","49093000000157228","49093000000157248","49093000000155093","49093000000153037","49093000000155028","1","2024-11-08 01:18:43","2024-11-08 12:52:43","14.7852","76.5912","74, Sangha Chowk, Ajmer 921685","Walk-in","Critical","Charge Sheet Filed","49093000000157051","49093000000157089","64.02","Libero incidunt accusamus odio necessitatibus quaerat iste laboriosam nemo deleniti nesciunt in consequuntur.","false"
"49093000000157388","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00131","49093000000153087","49093000000157226","49093000000157242","49093000000155087","49093000000153021","49093000000155016","1","2026-03-18 22:38:08","2026-03-19 05:01:08","17.8575","77.7127","752, Bhargava, Erode 839055","Walk-in","Low","Charge Sheet Filed","49093000000157107","49093000000157052","20.73","Eos voluptatem dolorem dolor vel voluptatem a.","true"
"49093000000157389","49093000000013007","2026-06-28 13:23:29:065","2026-06-28 13:23:29:065","FIR-2026-00132","49093000000153091","49093000000157232","49093000000157250","49093000000155086","49093000000153038","49093000000155024","1","2026-01-04 10:48:06","2026-01-04 16:13:06","14.2495","76.0461","H.No. 397, Palan Chowk, Thoothukudi-548941","Walk-in","High","Closed","49093000000157163","49093000000157139","19.88","Ipsam iure illum quibusdam saepe iure cupiditate laboriosam aut at sunt assumenda quod aspernatur quae pariatur.","false"
"49093000000157390","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00133","49093000000153092","49093000000157231","49093000000157249","49093000000155093","49093000000153041","49093000000155016","1","2026-06-15 22:46:30","2026-06-16 06:10:30","15.1081","75.4329","38/41, Karpe Chowk, Guntakal-786107","Phone","Medium","Open","49093000000157204","49093000000157036","72.28","Numquam pariatur molestias ex labore repellat repudiandae aliquid tempore error.","true"
"49093000000157391","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00134","49093000000153087","49093000000157224","49093000000157242","49093000000155088","49093000000153048","49093000000155020","1","2024-07-08 11:04:36","2024-07-08 14:35:36","12.3496","74.6312","25, Sachdeva Street, Chittoor-120476","Phone","Medium","Charge Sheet Filed","49093000000157096","49093000000157195","53.71","Neque dicta numquam ut ab asperiores fuga tenetur possimus odio repellat accusamus architecto asperiores similique.","false"
"49093000000157392","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00135","49093000000153094","49093000000157228","49093000000157245","49093000000155092","49093000000153029","49093000000155018","1","2024-12-05 11:08:44","2024-12-05 17:53:44","12.9098","76.6136","37/18, Lata Chowk, Ozhukarai-506409","Walk-in","Critical","Under Investigation","49093000000157191","49093000000157109","70.33","Quos ex impedit dignissimos totam sit nostrum omnis tenetur enim tenetur quae fugiat harum quisquam.","true"
"49093000000157393","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00136","49093000000153091","49093000000157226","49093000000157250","49093000000155088","49093000000153057","49093000000155022","1","2024-10-03 06:33:11","2024-10-03 12:59:11","13.1957","75.9792","00/404, Kala Chowk, Kirari Suleman Nagar-391335","Phone","High","Open","49093000000157082","49093000000157037","54.26","Temporibus in enim minima minus vel fuga eligendi provident expedita reprehenderit explicabo provident harum.","false"
"49093000000157394","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00137","49093000000153093","49093000000157226","49093000000157247","49093000000155085","49093000000153078","49093000000155012","1","2026-03-31 02:40:49","2026-03-31 11:46:49","14.9417","74.0602","H.No. 52, Ben Path, Gorakhpur 051439","Online","Critical","Open","49093000000157057","49093000000157184","74.35","Et adipisci numquam alias eos magnam eius iusto id tenetur.","true"
"49093000000157395","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00138","49093000000153090","49093000000157224","49093000000157241","49093000000155089","49093000000153064","49093000000155028","1","2025-04-07 09:05:36","2025-04-07 15:05:36","15.826","77.9599","417, Bhakta, Karaikudi-388924","Walk-in","High","Closed","49093000000157167","49093000000157056","63.96","Aut hic odio sequi rem adipisci aliquam dignissimos ipsam beatae quisquam dignissimos debitis quam.","false"
"49093000000157396","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00139","49093000000153088","49093000000157224","49093000000157244","49093000000155087","49093000000153048","49093000000155029","1","2025-04-12 09:57:28","2025-04-12 17:57:28","12.8149","75.7255","H.No. 931, Iyengar Street, Mau-476236","Emergency 112","High","Charge Sheet Filed","49093000000157091","49093000000157147","70.25","Ipsum ipsam tenetur maxime quaerat velit nulla similique ducimus.","true"
"49093000000157397","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00140","49093000000153095","49093000000157225","49093000000157244","49093000000155087","49093000000153061","49093000000155011","1","2026-01-19 22:45:20","2026-01-20 01:19:20","13.6964","76.3697","78, Sharaf, Tirupati 435577","Online","Low","Under Investigation","49093000000157211","49093000000157037","98.46","Ut necessitatibus quas perferendis repellendus voluptatibus est possimus.","true"
"49093000000157398","49093000000013007","2026-06-28 13:23:29:066","2026-06-28 13:23:29:066","FIR-2026-00141","49093000000153095","49093000000157233","49093000000157243","49093000000155089","49093000000153064","49093000000155008","1","2026-04-04 10:46:28","2026-04-04 15:41:28","11.9114","75.4037","068, Deep Chowk, Imphal-850664","Phone","Medium","Closed","49093000000157171","49093000000157130","51.89","Voluptatum sed doloremque dolor ratione veniam minus vitae maiores deleniti accusantium doloribus.","true"
"49093000000157399","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00142","49093000000153090","49093000000157233","49093000000157246","49093000000155089","49093000000153037","49093000000155029","1","2025-10-22 18:21:38","2025-10-22 21:49:38","14.1115","78.7126","596, Rai, Aizawl-223484","Emergency 112","Low","Open","49093000000157050","49093000000157031","71.83","Similique quis distinctio iure perferendis illum quia est esse sunt provident similique aliquid voluptas enim officia.","true"
"49093000000157400","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00143","49093000000153094","49093000000157224","49093000000157248","49093000000155092","49093000000153068","49093000000155035","1","2025-10-27 06:30:24","2025-10-27 10:52:24","15.7739","75.3362","H.No. 90, Chakraborty, Karnal-633879","Walk-in","Low","Under Investigation","49093000000157139","49093000000157209","52.24","Laborum eveniet ipsa cupiditate quas aliquid ea debitis reprehenderit mollitia.","true"
"49093000000157401","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00144","49093000000153089","49093000000157227","49093000000157247","49093000000155089","49093000000153029","49093000000155008","1","2024-08-12 19:29:28","2024-08-13 02:23:28","14.8034","74.8109","H.No. 666, Guha Chowk, Bidar 980146","Online","Medium","Open","49093000000157085","49093000000157073","58.51","Nam dolor minima voluptatem reiciendis non veniam quo.","true"
"49093000000157402","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00145","49093000000153094","49093000000157228","49093000000157243","49093000000155088","49093000000153043","49093000000155019","1","2025-06-27 20:26:58","2025-06-28 02:03:58","13.5799","75.3846","14/822, Mishra Chowk, Khandwa 425677","Emergency 112","Low","Open","49093000000157139","49093000000157112","6.86","Ea ipsa ea fuga eaque explicabo magni eos culpa assumenda commodi quisquam.","true"
"49093000000157403","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00146","49093000000153087","49093000000157232","49093000000157248","49093000000155093","49093000000153053","49093000000155012","1","2026-04-16 18:37:41","2026-04-17 05:36:41","18.0719","78.3322","H.No. 496, Bhargava, Khammam-677785","Emergency 112","Medium","Closed","49093000000157076","49093000000157046","87.7","Laborum cupiditate inventore pariatur mollitia blanditiis maiores repudiandae non itaque ratione similique illo tenetur nam nihil.","true"
"49093000000157404","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00147","49093000000153090","49093000000157232","49093000000157243","49093000000155088","49093000000153037","49093000000155027","1","2024-08-08 02:13:02","2024-08-08 10:27:02","13.4149","76.2722","17/72, Chana Zila, Rajkot-113822","Emergency 112","Critical","Under Investigation","49093000000157165","49093000000157155","36.17","Voluptatum odio culpa dicta modi quam officiis placeat minus adipisci.","true"
"49093000000157405","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00148","49093000000153094","49093000000157229","49093000000157248","49093000000155089","49093000000153045","49093000000155006","1","2025-07-01 16:16:22","2025-07-02 02:23:22","17.5438","75.4351","803, Seth Circle, Barasat-026355","Phone","High","Under Investigation","49093000000157100","49093000000157209","73.57","Enim sint nihil repudiandae nam voluptates recusandae totam illo fugiat dolorem modi ex quam molestias.","false"
"49093000000157406","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00149","49093000000153093","49093000000157225","49093000000157244","49093000000155085","49093000000153051","49093000000155007","1","2025-07-13 18:16:50","2025-07-14 03:48:50","13.0635","76.7271","18, Bhagat Zila, Raebareli-425284","Online","High","Under Investigation","49093000000157049","49093000000157202","82.75","Quasi deserunt sunt dolores perspiciatis rem nostrum veritatis laboriosam sequi rem ut.","false"
"49093000000157407","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00150","49093000000153088","49093000000157224","49093000000157247","49093000000155089","49093000000153022","49093000000155030","1","2025-05-22 17:17:14","2025-05-23 04:25:14","12.7652","75.4693","H.No. 28, Garde Path, Bijapur-421343","Emergency 112","Critical","Closed","49093000000157107","49093000000157114","9.05","Ipsam animi ipsam amet officiis repellendus dolores corporis voluptatibus dolorum officia dolor.","true"
"49093000000157408","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00151","49093000000153093","49093000000157231","49093000000157244","49093000000155093","49093000000153036","49093000000155029","1","2026-01-21 20:39:37","2026-01-22 06:31:37","15.4202","76.6524","73/293, Reddy Street, Burhanpur-069363","Phone","Medium","Under Investigation","49093000000157044","49093000000157096","21.25","Reiciendis natus magnam amet quis accusamus quia quidem iusto voluptates mollitia harum sapiente.","true"
"49093000000157409","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00152","49093000000153091","49093000000157227","49093000000157241","49093000000155091","49093000000153038","49093000000155016","1","2024-12-16 05:04:49","2024-12-16 06:07:49","18.2564","76.5758","05/464, Wali Nagar, Delhi-405037","Walk-in","High","Closed","49093000000157137","49093000000157153","65.93","Ex labore voluptatibus totam dolorem a cumque dolore est temporibus tenetur minima eum.","false"
"49093000000157410","49093000000013007","2026-06-28 13:23:29:067","2026-06-28 13:23:29:067","FIR-2026-00153","49093000000153089","49093000000157228","49093000000157248","49093000000155086","49093000000153062","49093000000155012","1","2025-11-04 18:56:00","2025-11-04 21:36:00","17.9236","78.2623","54/924, Thakur Zila, Srinagar-093588","Online","High","Charge Sheet Filed","49093000000157088","49093000000157154","71.66","Consectetur blanditiis veniam vel nesciunt distinctio cupiditate quisquam nam sit vel.","true"
"49093000000157411","49093000000013007","2026-06-28 13:23:29:068","2026-06-28 13:23:29:068","FIR-2026-00154","49093000000153092","49093000000157226","49093000000157250","49093000000155085","49093000000153065","49093000000155016","1","2025-09-08 09:13:17","2025-09-08 18:56:17","15.6271","78.1832","H.No. 310, Vasa Circle, Thanjavur-217323","Walk-in","Critical","Under Investigation","49093000000157135","49093000000157162","61.95","Velit incidunt voluptatem placeat dicta deserunt culpa nulla excepturi fuga beatae recusandae nesciunt.","true"
"49093000000157412","49093000000013007","2026-06-28 13:23:29:068","2026-06-28 13:23:29:068","FIR-2026-00155","49093000000153088","49093000000157232","49093000000157246","49093000000155086","49093000000153072","49093000000155016","1","2025-05-11 22:28:36","2025-05-12 05:37:36","15.557","78.3329","13/302, Chad Path, Phagwara-308083","Online","Medium","Closed","49093000000157189","49093000000157161","86.94","Repudiandae ratione nobis quas ipsa saepe quos ut totam nostrum quas omnis.","false"
"49093000000157413","49093000000013007","2026-06-28 13:23:29:068","2026-06-28 13:23:29:068","FIR-2026-00156","49093000000153088","49093000000157230","49093000000157243","49093000000155093","49093000000153064","49093000000155026","1","2026-03-04 11:44:18","2026-03-04 21:37:18","12.0946","75.5841","16/453, Yohannan Marg, Panihati 379520","Emergency 112","Low","Charge Sheet Filed","49093000000157063","49093000000157176","41.56","Dolor dolore eveniet numquam quia ab numquam numquam temporibus nulla voluptatem.","false"
"49093000000157414","49093000000013007","2026-06-28 13:23:29:068","2026-06-28 13:23:29:068","FIR-2026-00157","49093000000153089","49093000000157227","49093000000157248","49093000000155086","49093000000153038","49093000000155022","1","2026-05-06 14:18:06","2026-05-07 00:31:06","15.1542","77.9809","H.No. 445, Toor Street, Berhampore-875384","Online","Critical","Closed","49093000000157050","49093000000157158","28.37","Laborum soluta architecto iste necessitatibus voluptates nesciunt voluptates necessitatibus tempora unde eveniet cupiditate omnis.","false"
"49093000000157415","49093000000013007","2026-06-28 13:23:29:068","2026-06-28 13:23:29:068","FIR-2026-00158","49093000000153094","49093000000157225","49093000000157241","49093000000155092","49093000000153036","49093000000155024","1","2026-05-01 05:20:05","2026-05-01 12:39:05","14.5994","74.1493","H.No. 02, Shenoy Circle, Buxar 370491","Online","Medium","Charge Sheet Filed","49093000000157066","49093000000157183","63.21","Facilis reprehenderit itaque laborum deleniti aliquam autem excepturi veritatis.","true"
