"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","accused_rowid","arrest_type","arrest_datetime","arrest_location","arresting_officer_rowid","remarks"
"49093000000164517","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157371","49093000000155984","Surrender","2025-08-25 13:32:59","Chandigarh","49093000000157097","Dolores minima necessitatibus minus nemo beatae excepturi incidunt."
"49093000000164518","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157371","49093000000155985","Preventive Arrest","2026-02-25 04:17:18","Agartala","49093000000157054","Quibusdam saepe praesentium dolor debitis voluptas nostrum quia facilis occaecati."
"49093000000164519","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157372","49093000000155986","Preventive Arrest","2025-06-19 07:06:21","Bhilwara","49093000000157200","Voluptatibus qui autem similique quo rerum deserunt voluptas."
"49093000000164520","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157375","49093000000155987","Surrender","2025-01-30 22:35:57","Firozabad","49093000000157031","Tempore repudiandae aliquam doloribus aliquid perspiciatis."
"49093000000164521","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157376","49093000000155988","Surrender","2025-05-02 02:35:34","Morena","49093000000157104","Odio at necessitatibus nihil eligendi nobis maiores aliquam optio vel debitis ipsa."
"49093000000164522","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157378","49093000000155989","Arrest","2025-07-28 02:54:21","Indore","49093000000157181","Optio occaecati voluptates quos optio blanditiis corrupti nemo."
"49093000000164523","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157381","49093000000155990","Preventive Arrest","2025-11-22 05:00:53","Eluru","49093000000157156","Atque illum eum aliquid quo minus animi non dolore magnam nihil."
"49093000000164524","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157382","49093000000155991","Surrender","2024-11-09 19:54:06","Udaipur","49093000000157132","Corporis velit adipisci eligendi nam eligendi perspiciatis repellat eius ipsa nulla rerum corrupti."
"49093000000164525","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157382","49093000000155992","Preventive Arrest","2025-06-06 05:19:10","Guntur","49093000000157090","Suscipit asperiores ipsa debitis optio consectetur saepe unde pariatur eaque molestiae."
"49093000000164526","49093000000013007","2026-06-28 14:03:59:441","2026-06-28 14:03:59:441","49093000000157383","49093000000155993","Preventive Arrest","2025-09-10 19:04:32","Bijapur","49093000000157090","Sunt soluta vel quos eaque fuga dolores aliquam eveniet neque."
"49093000000164527","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157384","49093000000155994","Preventive Arrest","2025-09-04 01:45:36","Noida","49093000000157138","Fuga error porro excepturi ipsam sint esse debitis ad."
"49093000000164528","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157384","49093000000155995","Surrender","2024-08-22 04:55:37","Bidar","49093000000157056","Cumque molestiae quaerat in cum itaque cumque."
"49093000000164529","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157385","49093000000155996","Surrender","2025-12-23 22:18:21","Proddatur","49093000000157170","Vero ducimus ipsa exercitationem eaque pariatur quam autem iste doloribus nisi."
"49093000000164530","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157388","49093000000155997","Arrest","2025-03-20 16:23:40","Kalyan-Dombivli","49093000000157086","Quae numquam explicabo iste atque quis soluta dolores nihil odit repellat illo aliquid adipisci."
"49093000000164531","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157388","49093000000155998","Arrest","2024-07-23 18:00:01","Nizamabad","49093000000157128","Repellendus facere non culpa sed commodi ducimus magnam repellat mollitia et vitae repudiandae."
"49093000000164532","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157389","49093000000155999","Preventive Arrest","2024-07-25 10:16:00","Coimbatore","49093000000157199","Ut eveniet cumque expedita voluptatum voluptatibus aliquid unde sed aperiam voluptatem recusandae."
"49093000000164533","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157389","49093000000156000","Surrender","2024-09-01 21:52:05","Alappuzha","49093000000157194","Expedita suscipit blanditiis consectetur saepe excepturi voluptatum reiciendis eaque."
"49093000000164534","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157390","49093000000164001","Surrender","2025-01-15 11:11:43","Nanded","49093000000157115","Eos dolorum ipsum magni quisquam odio voluptas quis dolorem tempora dolorem eligendi."
"49093000000164535","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157390","49093000000164002","Preventive Arrest","2024-08-28 07:15:57","Durgapur","49093000000157105","Non sit commodi debitis praesentium molestiae ab maxime quaerat."
"49093000000164536","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157391","49093000000164003","Preventive Arrest","2025-02-28 08:27:28","Parbhani","49093000000157071","Consequuntur commodi occaecati saepe culpa illum perferendis quae optio dignissimos qui nostrum accusantium."
"49093000000164537","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157392","49093000000164004","Preventive Arrest","2024-11-20 22:12:43","Agra","49093000000157173","Maiores odit nostrum sit ad animi distinctio explicabo."
"49093000000164538","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157393","49093000000164005","Preventive Arrest","2025-04-20 09:36:22","Machilipatnam","49093000000157092","Quae eum est voluptatem animi magni sequi quis."
"49093000000164539","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157393","49093000000164006","Surrender","2025-06-27 01:20:22","Adoni","49093000000157042","Iure magnam quam sunt laboriosam est laboriosam laudantium fugit."
"49093000000164540","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157394","49093000000164007","Arrest","2025-09-07 07:37:42","Etawah","49093000000157049","Quidem exercitationem earum rerum deserunt facilis laboriosam assumenda qui autem distinctio soluta."
"49093000000164541","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157394","49093000000164008","Surrender","2025-11-27 23:19:32","Hospet","49093000000157175","Dolore officiis vero explicabo nemo incidunt aperiam."
"49093000000164542","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157395","49093000000164009","Arrest","2024-12-06 04:50:06","Bhind","49093000000157074","Ut explicabo at quis reiciendis minus."
"49093000000164543","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157396","49093000000164010","Arrest","2026-06-21 17:28:07","Amritsar","49093000000157126","Laborum architecto occaecati iusto voluptas adipisci autem totam."
"49093000000164544","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157396","49093000000164011","Arrest","2024-11-12 14:01:10","Ambala","49093000000157134","Aperiam aperiam ratione provident eaque molestiae iste veritatis veniam accusamus ea voluptate inventore."
"49093000000164545","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157397","49093000000164012","Preventive Arrest","2025-10-04 00:32:43","Proddatur","49093000000157174","Quis ipsum ex perferendis ullam fuga."
"49093000000164546","49093000000013007","2026-06-28 14:03:59:442","2026-06-28 14:03:59:442","49093000000157397","49093000000164013","Preventive Arrest","2025-12-31 21:23:37","Bongaigaon","49093000000157138","Tenetur corporis iure beatae ab distinctio."
"49093000000164547","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157398","49093000000164014","Preventive Arrest","2025-02-14 18:45:07","Aligarh","49093000000157192","Deleniti earum commodi tempora tenetur doloremque itaque."
"49093000000164548","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157398","49093000000164015","Preventive Arrest","2025-07-27 12:37:01","Coimbatore","49093000000157091","Officia porro autem expedita molestias incidunt doloribus accusamus molestiae corrupti tempora enim."
"49093000000164549","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157399","49093000000164016","Surrender","2025-10-01 23:18:09","Giridih","49093000000157108","Nisi a sit optio sint praesentium rem in sit ipsa esse suscipit mollitia."
"49093000000164550","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157400","49093000000164017","Surrender","2025-06-07 07:14:30","Ambattur","49093000000157179","Similique iste vitae atque vero eaque nobis asperiores ducimus similique iure."
"49093000000164551","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157401","49093000000164018","Surrender","2026-04-19 15:39:50","Guwahati","49093000000157064","Maiores eum aperiam commodi dicta est aut ut."
"49093000000164552","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157403","49093000000164019","Arrest","2026-03-16 07:32:26","Srikakulam","49093000000157125","Sequi quaerat aliquam et ut minus ratione temporibus facere."
"49093000000164553","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157403","49093000000164020","Arrest","2025-05-03 10:00:51","Bellary","49093000000157059","Ipsum aperiam soluta eos pariatur quos maxime dolore."
"49093000000164554","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157405","49093000000164021","Arrest","2024-10-29 22:20:25","Fatehpur","49093000000157150","Laboriosam ipsum reprehenderit expedita fuga soluta."
"49093000000164555","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157408","49093000000164022","Surrender","2026-02-01 22:45:56","Maheshtala","49093000000157159","Nobis ullam occaecati vitae harum impedit odio ut sint."
"49093000000164556","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157408","49093000000164023","Preventive Arrest","2026-05-07 10:03:02","Aizawl","49093000000157127","Doloremque fugiat voluptas voluptas mollitia soluta dolorum perspiciatis quasi quasi sapiente consequuntur."
"49093000000164557","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157409","49093000000164024","Arrest","2025-04-01 13:42:46","Agartala","49093000000157156","Distinctio impedit tenetur enim corporis explicabo aperiam."
"49093000000164558","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157410","49093000000164025","Preventive Arrest","2026-02-01 15:31:00","Bhubaneswar","49093000000157180","Laboriosam vitae at repellendus temporibus quas."
"49093000000164559","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157410","49093000000164026","Preventive Arrest","2024-08-14 09:57:42","Hazaribagh","49093000000157050","Quidem cum optio ipsa sit ab esse iste."
"49093000000164560","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157411","49093000000164027","Arrest","2025-01-26 11:38:02","Agartala","49093000000157123","Illo esse assumenda doloremque et provident placeat voluptatibus officiis."
"49093000000164561","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157415","49093000000164028","Surrender","2025-10-25 05:15:23","Anand","49093000000157127","Alias accusantium reiciendis laboriosam laborum repellat quos distinctio cupiditate quod veniam aliquam."
"49093000000164562","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157415","49093000000164029","Arrest","2024-12-17 13:08:42","Eluru","49093000000157212","Soluta corporis sed officiis cum optio."
"49093000000164563","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157417","49093000000164030","Surrender","2024-11-12 11:31:00","Tinsukia","49093000000157111","Praesentium a excepturi labore reprehenderit odit culpa labore recusandae repellendus quod aperiam ab magnam."
"49093000000164564","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157418","49093000000164031","Preventive Arrest","2026-05-17 23:45:38","Akola","49093000000157175","Et ipsa repellendus ipsum reprehenderit necessitatibus amet ullam impedit fuga."
"49093000000164565","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157419","49093000000164032","Arrest","2024-09-07 08:35:00","Rajkot","49093000000157088","Doloremque est eos ad voluptatem ab consequuntur."
"49093000000164566","49093000000013007","2026-06-28 14:03:59:443","2026-06-28 14:03:59:443","49093000000157421","49093000000164033","Surrender","2024-11-03 17:05:03","Satara","49093000000157038","Eaque provident deserunt ut eligendi quasi pariatur laboriosam esse iusto aut voluptate."
"49093000000164567","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157423","49093000000164034","Preventive Arrest","2024-08-05 02:56:05","Bhiwani","49093000000157203","Magnam accusantium accusantium minus laudantium dolorem facilis labore voluptates rerum distinctio."
"49093000000164568","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157425","49093000000164035","Arrest","2025-02-08 05:41:25","Malegaon","49093000000157178","Dolore aliquid aperiam commodi saepe maxime."
"49093000000164569","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157425","49093000000164036","Surrender","2025-03-05 09:23:03","Jalgaon","49093000000157119","Perspiciatis itaque perspiciatis ea iste fugit aut consequuntur exercitationem alias quod."
"49093000000164570","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157427","49093000000164037","Preventive Arrest","2025-01-18 14:44:13","Srikakulam","49093000000157201","Nesciunt quia dignissimos sequi magni occaecati saepe sit consequatur dolor."
"49093000000164571","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157427","49093000000164038","Preventive Arrest","2025-10-02 06:56:34","Panihati","49093000000157067","Eos ab eligendi itaque nesciunt nobis veniam corrupti in."
"49093000000164572","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157428","49093000000164039","Preventive Arrest","2025-12-12 12:19:59","Karawal Nagar","49093000000157192","Tempora hic ratione doloribus ducimus accusantium."
"49093000000164573","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157429","49093000000164040","Surrender","2025-05-24 16:57:40","Tirunelveli","49093000000157052","Quidem accusantium totam distinctio corporis natus doloribus commodi eligendi eveniet error."
"49093000000164574","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157430","49093000000164041","Arrest","2025-08-04 16:28:57","Jammu","49093000000157205","Maxime repudiandae non cupiditate molestiae nam odit alias voluptatibus."
"49093000000164575","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157431","49093000000164042","Surrender","2024-07-03 07:59:53","Yamunanagar","49093000000157205","Voluptas officia vitae a sint quaerat."
"49093000000164576","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157433","49093000000164043","Arrest","2026-04-25 10:39:45","Patna","49093000000157156","Voluptatem eum porro quae maiores sed."
"49093000000164577","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157433","49093000000164044","Preventive Arrest","2025-03-13 01:54:41","Hapur","49093000000157151","Aspernatur optio sequi ratione commodi beatae commodi eaque commodi quibusdam."
"49093000000164578","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157435","49093000000164045","Surrender","2026-01-17 02:02:39","Bijapur","49093000000157143","Dolorum nobis nulla consequuntur ipsam tempora."
"49093000000164579","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157436","49093000000164046","Preventive Arrest","2026-04-21 07:49:39","Anantapur","49093000000157093","Numquam asperiores qui distinctio enim maiores quos neque nemo qui occaecati."
"49093000000164580","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157437","49093000000164047","Preventive Arrest","2025-10-02 03:38:28","Ichalkaranji","49093000000157152","Beatae eaque ratione architecto ut veniam."
"49093000000164581","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157438","49093000000164048","Arrest","2026-02-04 17:25:53","Nanded","49093000000157180","Dignissimos deserunt nam culpa occaecati a nulla velit aspernatur expedita aspernatur voluptatum blanditiis provident."
"49093000000164582","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157438","49093000000164049","Preventive Arrest","2025-07-20 02:32:59","Malda","49093000000157189","In unde nisi pariatur ad sed nihil vitae."
"49093000000164583","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157440","49093000000164050","Surrender","2024-09-11 16:38:15","Bhusawal","49093000000157153","Porro sunt at ratione voluptatem voluptatibus repellat deleniti temporibus aliquid."
"49093000000164584","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157442","49093000000164051","Arrest","2025-10-06 07:06:52","Thane","49093000000157085","Quibusdam harum optio optio necessitatibus magni nihil."
"49093000000164585","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157443","49093000000164052","Preventive Arrest","2026-01-10 19:09:11","Jaunpur","49093000000157099","Ab quibusdam sequi deserunt labore necessitatibus qui doloremque fugiat officia repellat necessitatibus."
"49093000000164586","49093000000013007","2026-06-28 14:03:59:444","2026-06-28 14:03:59:444","49093000000157444","49093000000164053","Arrest","2025-04-30 00:41:26","Danapur","49093000000157109","Dolore qui earum sunt quia quam repellat molestiae eius pariatur at officiis."
"49093000000164587","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157445","49093000000164054","Surrender","2026-03-06 22:07:22","Kota","49093000000157103","Dolores explicabo cum quam aperiam quisquam."
"49093000000164588","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157447","49093000000164055","Preventive Arrest","2025-12-16 04:43:22","Narasaraopet","49093000000157187","Eaque aspernatur quidem aliquam autem ullam eius pariatur neque nobis."
"49093000000164589","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157447","49093000000164056","Preventive Arrest","2024-11-06 02:07:52","Loni","49093000000157114","Velit atque amet hic repellendus cumque et praesentium repellat nemo officia occaecati veritatis mollitia."
"49093000000164590","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157448","49093000000164057","Arrest","2024-12-15 02:42:21","Morena","49093000000157168","Atque doloribus libero animi voluptates officiis minus fugit at."
"49093000000164591","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157448","49093000000164058","Arrest","2025-06-29 12:00:36","Dindigul","49093000000157120","Similique earum provident nam maxime amet velit fuga praesentium quis et sit."
"49093000000164592","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157450","49093000000164059","Preventive Arrest","2025-04-28 23:25:00","Rampur","49093000000157144","Repudiandae similique ab facilis at officia temporibus."
"49093000000164593","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157450","49093000000164060","Preventive Arrest","2024-11-03 12:20:40","Gandhidham","49093000000157066","Magni dicta ipsa exercitationem quos illo magni repellat placeat."
"49093000000164594","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157451","49093000000164061","Surrender","2026-04-09 16:03:36","Srinagar","49093000000157185","Dolor numquam dolores vero qui optio quo natus quas facere ipsum."
"49093000000164595","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157451","49093000000164062","Preventive Arrest","2025-02-01 12:38:25","Bongaigaon","49093000000157039","Laborum illum velit tenetur sunt excepturi facilis amet beatae minus."
"49093000000164596","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157452","49093000000164063","Preventive Arrest","2024-12-14 05:33:23","Sonipat","49093000000157118","Esse perspiciatis perferendis autem nesciunt voluptas perferendis similique quisquam culpa veniam officiis minima."
"49093000000164597","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157452","49093000000164064","Arrest","2025-03-28 00:42:19","Amravati","49093000000157151","Vero libero facere magni nihil dolor voluptatum nulla temporibus nobis corporis expedita."
"49093000000164598","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157453","49093000000164065","Preventive Arrest","2025-11-04 03:05:24","Muzaffarpur","49093000000157204","Aspernatur eligendi ab delectus facilis molestiae molestias occaecati enim eveniet."
"49093000000164599","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157457","49093000000164066","Surrender","2025-03-26 10:48:19","Vasai-Virar","49093000000157177","Quod perspiciatis cum voluptatum odio ab aperiam impedit iusto illo."
"49093000000164600","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157459","49093000000164067","Preventive Arrest","2025-09-24 03:50:31","Rajahmundry","49093000000157039","Possimus ipsa excepturi quibusdam nihil facere."
"49093000000164601","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157459","49093000000164068","Surrender","2025-03-03 12:07:02","Patna","49093000000157125","Aliquid qui enim neque soluta maiores sequi praesentium explicabo."
"49093000000164602","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157461","49093000000164069","Arrest","2025-07-29 08:15:18","Bhatpara","49093000000157154","Molestiae molestias odio explicabo placeat possimus tenetur voluptatum repellendus."
"49093000000164603","49093000000013007","2026-06-28 14:03:59:445","2026-06-28 14:03:59:445","49093000000157462","49093000000164070","Arrest","2024-12-22 08:15:10","Bhilai","49093000000157040","Quisquam nulla est facere accusantium sapiente ipsum."
"49093000000164604","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157463","49093000000164071","Surrender","2025-03-03 12:23:59","Jalgaon","49093000000157034","Non enim voluptatum pariatur odio tenetur accusamus nihil occaecati."
"49093000000164605","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157463","49093000000164072","Preventive Arrest","2025-12-18 20:07:32","Ajmer","49093000000157135","Asperiores non temporibus commodi id quae expedita possimus."
"49093000000164606","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157464","49093000000164073","Arrest","2024-07-24 13:11:43","Begusarai","49093000000157179","Sint eaque quasi ad eligendi dolore ipsum magni nam repellendus."
"49093000000164607","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157465","49093000000164074","Preventive Arrest","2025-07-02 17:21:13","Malda","49093000000157165","Ratione asperiores vero eum aperiam unde eos cupiditate illum praesentium suscipit minima nesciunt."
"49093000000164608","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157465","49093000000164075","Arrest","2025-09-15 08:52:35","Bongaigaon","49093000000157032","Sint numquam aspernatur exercitationem nisi ea reprehenderit quis eaque repudiandae quae suscipit."
"49093000000164609","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157468","49093000000164076","Surrender","2024-12-18 04:04:01","Faridabad","49093000000157063","Id sapiente quo dicta porro dolorum illo odit odit inventore."
"49093000000164610","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157468","49093000000164077","Surrender","2024-11-12 18:18:01","Solapur","49093000000157196","Quo dicta ea similique quis perspiciatis inventore ratione officia voluptatum voluptate earum."
"49093000000164611","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157471","49093000000164078","Arrest","2025-01-30 12:58:04","Sasaram","49093000000157131","Error unde fugiat sed quas dolor quae nobis error voluptatum officia voluptate quod ratione."
"49093000000164612","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157471","49093000000164079","Arrest","2024-10-01 17:47:23","Asansol","49093000000157137","Ipsa reiciendis neque ullam dolores commodi dolor corrupti eius eaque."
"49093000000164613","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157472","49093000000164080","Surrender","2025-08-31 08:08:34","Tinsukia","49093000000157158","Error sequi quasi voluptatum quaerat natus hic illo neque enim iure consectetur iste."
"49093000000164614","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157472","49093000000164081","Arrest","2025-08-30 17:37:22","Bhilai","49093000000157102","Deserunt alias adipisci doloribus vel vero natus magni tempora vel."
"49093000000164615","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157474","49093000000164082","Preventive Arrest","2025-01-02 01:10:59","Mahbubnagar","49093000000157115","Placeat facilis consequuntur quos quasi vitae tempore."
"49093000000164616","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157474","49093000000164083","Arrest","2026-03-01 19:17:00","Saharsa","49093000000157204","Enim quasi quisquam eius deleniti aliquam."
"49093000000164617","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157475","49093000000164084","Arrest","2026-04-24 04:30:11","Danapur","49093000000157112","At eaque quibusdam explicabo quo culpa sunt."
"49093000000164618","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157476","49093000000164085","Arrest","2025-09-25 21:06:09","Jhansi","49093000000157090","Expedita ab saepe unde sint libero cumque."
"49093000000164619","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157477","49093000000164086","Preventive Arrest","2025-12-19 20:27:23","Danapur","49093000000157070","Ratione autem libero hic quam facilis repudiandae rem sed doloremque."
"49093000000164620","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157477","49093000000164087","Arrest","2026-01-29 02:53:44","Hazaribagh","49093000000157098","Unde et enim quis saepe hic ratione a minima."
"49093000000164621","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157480","49093000000164088","Preventive Arrest","2024-08-29 15:33:33","Orai","49093000000157210","Cupiditate autem esse suscipit aliquid aliquam reprehenderit quaerat."
"49093000000164622","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157480","49093000000164089","Arrest","2026-01-10 10:03:39","Vijayanagaram","49093000000157052","Ab maxime ad doloremque omnis corporis odio corporis."
"49093000000164623","49093000000013007","2026-06-28 14:03:59:446","2026-06-28 14:03:59:446","49093000000157482","49093000000164090","Surrender","2025-10-04 07:34:05","Vijayawada","49093000000157051","Suscipit officiis accusantium ab facere rem vitae ducimus iusto inventore."
"49093000000164624","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157484","49093000000164091","Arrest","2025-03-07 12:48:06","Arrah","49093000000157053","Nobis deserunt necessitatibus culpa voluptatum ipsam sapiente quaerat."
"49093000000164625","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157484","49093000000164092","Arrest","2025-09-15 15:08:10","Guntur","49093000000157061","Veritatis distinctio porro facere sapiente nam."
"49093000000164626","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157485","49093000000164093","Surrender","2024-12-19 10:23:55","Parbhani","49093000000157138","Perspiciatis aut dignissimos quod deserunt magnam officiis tenetur ea corporis praesentium libero laudantium."
"49093000000164627","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157486","49093000000164094","Arrest","2024-10-28 09:03:30","Medininagar","49093000000157154","Dolores praesentium suscipit similique laborum architecto."
"49093000000164628","49093000000013007","2026-06-28 14:03:59:447","2026-06-28 14:03:59:447","49093000000157487","49093000000164095","Surrender","2025-06-27 18:27:40","Ajmer","49093000000157200","Provident voluptatem nesciunt sequi eligendi quia nam alias perspiciatis."
