"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","case_rowid","victim_name","gender","age","phone","email","aadhaar_number","address","occupation","injury_details","statement","is_primary"
"49093000000155292","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157382","Pushti Dey","Female","22","7596992736","dahluwalia@example.org","666487802295","33/630, Jayaraman, Kottayam 528256","Driver","No physical injury","Rerum velit distinctio in ipsam quis officiis veniam animi unde repellat vero.","false"
"49093000000155293","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157383","Chatura Brahmbhatt","Male","72","8302407098","narayananfaras@example.org","542205650656","593, Malhotra Ganj, Dehradun-422701","Self Employed","Psychological trauma","Quisquam quibusdam consequatur numquam ut nam deleniti ab dignissimos repudiandae minus excepturi ab consectetur laborum consequatur laborum magnam voluptatum corporis.","true"
"49093000000155294","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157383","Samesh Wable","Male","36","5526854833","varmachandani@example.com","133724922400","60, Dugal Zila, Kolhapur 555659","Doctor","Minor injuries","Corrupti corporis laboriosam excepturi maxime eos aperiam rem animi asperiores reprehenderit minima nulla veritatis et beatae voluptate qui accusamus eum.","false"
"49093000000155295","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157384","Balhaar Ramachandran","Male","28","6397157001","bperi@example.com","187606550692","66/18, Ben Ganj, Naihati 721246","Teacher","Psychological trauma","Fuga hic veritatis itaque nisi assumenda exercitationem sequi assumenda sed cupiditate soluta magnam officia ad animi quis reiciendis voluptatum.","true"
"49093000000155296","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157385","Netra Parekh","Female","58","6225000706","zsanghvi@example.org","392195092878","H.No. 991, Keer Path, Solapur 102347","Engineer","Psychological trauma","Voluptatem optio repudiandae eaque porro natus eos doloremque sunt suscipit dicta incidunt cupiditate nihil.","true"
"49093000000155297","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157385","Lucky Bhardwaj","Male","55","4557349638","ochhabra@example.com","584967248407","55/95, Palla Circle, Kanpur 591995","Government Employee","Minor injuries","Quo porro numquam beatae consequatur consectetur excepturi harum dolore.","false"
"49093000000155298","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157386","Gautam Das","Male","24","8474898486","dubebrinda@example.org","141868265349","820, Varghese Path, Jehanabad 086176","Business","Serious injuries","Voluptatem aut aliquid molestiae voluptatibus deleniti vel distinctio tempore animi optio veritatis fugit dolore.","true"
"49093000000155299","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157387","Damini Dugar","Female","62","6161756901","sahotashivani@example.net","852715786004","09/459, Das Circle, Sultan Pur Majra 464880","Engineer","Hospitalized","Veniam cupiditate harum odio autem aspernatur quod ex maxime.","true"
"49093000000155300","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157388","Vedhika Sagar","Female","52","6861873907","deepa50@example.net","786295792933","51, Swaminathan Circle, Uluberia-295420","Self Employed","Serious injuries","Perferendis nobis qui sapiente quam corrupti reiciendis natus saepe.","true"
"49093000000155301","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157389","Samuel Kota","Male","65","5559172582","daniel56@example.org","809591997055","46/41, Bhandari Marg, Gorakhpur 672048","Engineer","Minor injuries","Repellendus ab assumenda aperiam provident ex reiciendis officia natus nam officiis officia.","true"
"49093000000155302","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157390","Gaurika Bhatia","Female","28","5058030341","upkaar20@example.com","733734531875","69, Bali Marg, Chennai 731176","Student","Psychological trauma","Quidem exercitationem ea fuga consequatur harum blanditiis modi suscipit nostrum doloremque iusto.","true"
"49093000000155303","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157391","Faras Srinivasan","Male","41","4397503443","dayitaratta@example.com","325457511332","31/210, Chatterjee, Sambalpur-491411","Self Employed","Serious injuries","Totam amet facilis accusamus aliquam asperiores facilis modi dolores iure aperiam ad voluptates odio ullam maiores aut quis quod fugit dolore.","true"
"49093000000155304","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157391","Varsha Borah","Female","63","0723326360","kamya95@example.com","096434963259","H.No. 838, Dugar Road, Delhi 300386","Private Employee","No physical injury","Aliquid delectus praesentium beatae facere sequi ea distinctio natus reiciendis possimus excepturi dicta pariatur.","false"
"49093000000155305","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157392","Charan Mane","Male","35","1193287714","damyantibadal@example.net","960435922917","H.No. 63, Sarma Ganj, Shimoga 649620","Farmer","Minor injuries","Quasi enim recusandae esse tenetur expedita sit aperiam voluptates nihil laboriosam illo sed dolore aspernatur id.","true"
"49093000000155306","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157393","Bina Bali","Female","23","6839572060","handafalan@example.net","684572218029","040, Raghavan Path, Sangli-Miraj & Kupwad 221691","Engineer","Hospitalized","Totam maxime nihil voluptas quod expedita architecto beatae commodi atque recusandae mollitia sunt maxime repellat similique cumque ipsum eaque.","true"
"49093000000155307","49093000000013007","2026-06-28 13:27:29:703","2026-06-28 13:27:29:703","49093000000157393","Mohammed Rana","Male","45","4274037827","jai06@example.com","898383031920","706, Pandey Zila, Sirsa-937543","Doctor","Hospitalized","Asperiores possimus aliquid distinctio dignissimos quos vitae odit itaque iste eligendi esse incidunt perspiciatis impedit molestiae a perspiciatis.","false"
"49093000000155308","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157394","Harish Tiwari","Male","36","7621653768","amol94@example.net","044342510892","199, Shere Circle, Ramagundam 287482","Self Employed","Serious injuries","Ea delectus porro adipisci aliquam deserunt dolor doloribus dolore quas at dignissimos corporis cumque laboriosam nisi ipsam tempore est.","true"
"49093000000155309","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157394","Onkar Bhardwaj","Male","32","3607689751","lohitraman@example.org","992041344233","12/674, Dugar Path, Kakinada-013130","Farmer","Psychological trauma","Dignissimos magni nisi ad veniam natus accusantium occaecati sint omnis temporibus unde nihil quo aperiam ipsa.","false"
"49093000000155310","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157395","Bhavna Wali","Female","27","0987096873","caleb98@example.com","549347077113","816, Dar Road, Ghaziabad 815668","Teacher","Serious injuries","Consectetur amet quo facilis voluptatem tempora natus inventore deserunt.","true"
"49093000000155311","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157396","Qasim Soni","Male","19","2368686766","wkhurana@example.org","543730741273","98/75, Kadakia Path, Bhusawal 977709","Self Employed","Psychological trauma","Temporibus perferendis sint hic quod minus explicabo dolore nisi.","true"
"49093000000155312","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157396","Hiral Kashyap","Female","45","8902090429","shankararadhana@example.com","356985387106","H.No. 295, Pillay Chowk, Ballia 000283","Doctor","Minor injuries","Dolorem totam enim dolorem animi et ducimus nostrum laudantium dolorum culpa ipsa repellat optio esse eius commodi facilis nostrum.","false"
"49093000000155313","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157397","Anirudh Morar","Male","47","3198517644","ilad@example.org","057597187275","53, D’Alia Chowk, Karaikudi-331084","Doctor","No physical injury","Temporibus maxime nostrum consequatur alias rerum atque similique hic eaque cupiditate eius.","true"
"49093000000155314","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157397","Triya Chadha","Female","73","8775899788","amairakapoor@example.org","797059203035","207, Prabhu Ganj, Sultan Pur Majra-064390","Private Employee","Hospitalized","Quis excepturi quas error aliquid quidem itaque voluptate exercitationem voluptatibus aliquam asperiores ipsam veritatis.","false"
"49093000000155315","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157398","Bishakha Sule","Female","42","4395934410","ishaanmuni@example.org","397490568397","35, Narayanan Circle, Patna-483677","Business","Hospitalized","Error necessitatibus doloribus possimus a quo ullam cupiditate hic nesciunt iusto nobis illo dolore quo commodi veniam perferendis similique.","true"
"49093000000155316","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157398","Chatresh Bobal","Male","37","0862524152","chaitanyamitra@example.com","322819322623","53/79, Deo Ganj, Nashik-011197","Private Employee","Serious injuries","Excepturi vitae nobis neque repellendus quisquam ipsum eos necessitatibus sunt quo quos temporibus dignissimos.","false"
"49093000000155317","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157399","Inaya Dyal","Female","23","0136061132","sara28@example.org","545128417362","H.No. 430, Seshadri Path, Kozhikode-322517","Doctor","Psychological trauma","Voluptate facilis deleniti alias ab magnam dolor repellendus non magni beatae est vitae aliquid quibusdam eum dolore animi ad autem.","true"
"49093000000155318","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157399","Maanav Ganguly","Male","26","5206281227","odube@example.net","016824508392","326, Sawhney Ganj, Jorhat-370406","Self Employed","Serious injuries","Quas adipisci animi maxime voluptatibus necessitatibus sint ullam blanditiis officiis minima sint sunt.","false"
"49093000000155319","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157400","Darika Murty","Female","61","7425968371","falguni57@example.com","727529684659","H.No. 40, Vala Nagar, Bhusawal 054786","Driver","Hospitalized","Quibusdam harum sequi quis quae pariatur quo iusto consectetur soluta alias perferendis reprehenderit explicabo.","true"
"49093000000155320","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157401","Ishita Doctor","Female","43","2555425837","vidhi11@example.net","914340671415","47/164, Atwal Street, Nandyal 825195","Government Employee","Hospitalized","Error et vitae soluta fugiat vero repellendus temporibus ratione magnam dolorem explicabo est.","true"
"49093000000155321","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157402","Gaurav Chawla","Male","65","0875251577","borageetika@example.com","535522642792","H.No. 254, Zacharia Street, Faridabad 246417","Doctor","Psychological trauma","Hic minus necessitatibus vero neque repellat eius itaque cupiditate similique esse quas atque reiciendis.","true"
"49093000000155322","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157403","Kabir Kapoor","Male","70","3004213618","salvijeremiah@example.net","511020437043","57/50, Issac, Mathura 263661","Student","No physical injury","Nostrum tenetur distinctio magni quam quaerat optio veritatis necessitatibus commodi eos aspernatur aut nisi repudiandae.","true"
"49093000000155323","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157404","Manan Narang","Male","67","3740827986","matthewkrishnan@example.org","890200667738","H.No. 05, Mandal Chowk, Lucknow-909297","Self Employed","Minor injuries","Autem culpa assumenda aut error odit eos officia tempore odio iure ex sequi quo harum iusto voluptatem a voluptas odit.","true"
"49093000000155324","49093000000013007","2026-06-28 13:27:29:704","2026-06-28 13:27:29:704","49093000000157404","Abdul Jha","Male","19","8551170368","aarushkaur@example.com","445600587223","62/791, Nayar Path, Guntakal 184633","Self Employed","Hospitalized","Voluptates cumque nisi doloribus velit nemo vero nam dolores ullam temporibus officiis assumenda odit corrupti eveniet ullam.","false"
"49093000000155325","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157405","Jairaj Ganesh","Male","41","4562803182","anay97@example.com","361651605527","91, Samra Zila, Buxar 488757","Driver","No physical injury","Doloribus repellendus magnam aliquam possimus iste occaecati officiis odit occaecati at.","true"
"49093000000155326","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157406","Peter Sood","Male","65","3924772952","tristan72@example.net","773061456844","H.No. 63, Srivastava Street, Gopalpur 898024","Farmer","Psychological trauma","Voluptate voluptatem corporis nostrum aperiam a amet cum exercitationem qui nulla eum quod deleniti ipsa ullam esse dolore delectus.","true"
"49093000000155327","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157406","Samaksh Sidhu","Male","58","2844599060","ylata@example.com","063804591378","H.No. 09, Dass, Ghaziabad-780206","Driver","No physical injury","Nihil corporis impedit in illo molestiae quo quibusdam perspiciatis corrupti.","false"
"49093000000155328","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157407","Neha Srinivasan","Female","35","1173634453","ishaansavant@example.com","300251870280","H.No. 64, Basu, Visakhapatnam-829000","Self Employed","Serious injuries","Animi alias nostrum hic blanditiis facilis minus odio officiis accusamus ipsum cupiditate suscipit quas reprehenderit.","true"
"49093000000155329","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157407","Hritik Kar","Male","33","3154955230","dtara@example.org","372280441745","62, Balan Circle, Salem 109020","Engineer","No physical injury","Id error voluptas voluptatum nesciunt pariatur quos minima explicabo reprehenderit illum id dicta saepe vero.","false"
"49093000000155330","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157408","Kashvi Chacko","Female","51","8240503657","aadivarughese@example.org","038594753457","58/81, Keer Nagar, Kochi 958887","Farmer","Serious injuries","Ab quis laborum eius labore nostrum distinctio occaecati quae.","true"
"49093000000155331","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157409","Ucchal Lad","Female","34","9987884662","charita41@example.net","635447412717","H.No. 136, Tak Marg, Indore-229000","Driver","Psychological trauma","Ipsam excepturi atque ea sequi officiis sapiente natus maiores quod enim libero sequi est consequuntur architecto officiis doloremque ullam.","true"
"49093000000155332","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157410","Krishna Bahl","Female","64","1979246490","dnarayanan@example.com","235342693682","72/60, Rajagopalan Road, Pimpri-Chinchwad 298131","Driver","Psychological trauma","Pariatur dignissimos fugit eaque perferendis natus quis officiis labore cumque earum pariatur dolore veritatis quibusdam magni non.","true"
"49093000000155333","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157411","Tristan Dhaliwal","Male","32","3565200429","xwarrior@example.com","185865427796","10, Raghavan, Rewa-115957","Doctor","Serious injuries","Quas quas quae consequatur omnis sit quam animi enim temporibus ex illo eos aperiam molestias reiciendis maiores libero commodi repellat.","true"
"49093000000155334","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157411","Hemal Parekh","Female","71","0894480601","buchmahika@example.com","187217351068","716, Biswas Nagar, Bikaner 337736","Self Employed","Serious injuries","Occaecati tenetur accusantium dicta soluta esse nulla explicabo non nemo ipsa veritatis inventore aliquam qui autem laudantium aperiam quo quisquam odio.","false"
"49093000000155335","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157412","Sai Mital","Female","28","7164278178","pillaynathaniel@example.org","601741384374","H.No. 739, Chandra Zila, Bhatpara-375481","Farmer","Minor injuries","Est esse aspernatur qui a ullam ut necessitatibus possimus atque.","true"
"49093000000155336","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157412","Zaitra Parsa","Female","28","8774172944","nidhibassi@example.com","016419014115","47/94, Trivedi Road, Gurgaon-530048","Engineer","Hospitalized","Optio maxime vel et suscipit fuga id quos laudantium ut atque sunt adipisci ducimus optio earum iure necessitatibus.","false"
"49093000000155337","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157413","Ayush Kar","Male","69","0177867510","golasamarth@example.com","732007966901","28/419, Savant Zila, Ongole-441237","Farmer","Hospitalized","Perspiciatis beatae praesentium unde dolores iusto quam dolorum ducimus veritatis sint aliquid rerum recusandae.","true"
"49093000000155338","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157413","Victor Sodhi","Male","62","6964239001","ekantika41@example.com","315038001889","H.No. 41, Ghosh, Indore-376246","Government Employee","No physical injury","Deleniti reiciendis veritatis excepturi optio similique temporibus tenetur perferendis doloribus praesentium numquam.","false"
"49093000000155339","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157414","Bimala Mani","Female","42","5575189668","santbimala@example.com","242163651257","H.No. 14, Solanki Ganj, Pudukkottai-989952","Self Employed","Hospitalized","Delectus veniam hic ullam excepturi quos illo facere recusandae tempore in consectetur neque incidunt atque eius.","true"
"49093000000155340","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157414","Tristan Pandey","Male","57","3252471214","chandran59@example.org","762083872513","H.No. 269, Varkey Circle, Aizawl 531575","Private Employee","Hospitalized","Commodi expedita voluptatum exercitationem sequi perspiciatis pariatur reprehenderit adipisci nostrum cum cum.","false"
"49093000000155341","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157415","Krish Swamy","Male","44","2903026289","dewanlajita@example.net","511586095248","48, Sandal Circle, Sonipat-754271","Teacher","Serious injuries","Vero dolorum aliquam eveniet accusamus fugiat accusantium dignissimos assumenda expedita nisi tenetur natus necessitatibus sapiente tempore nisi distinctio nobis.","true"
"49093000000155342","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157416","Joshua Bhakta","Male","53","4137563984","talwaryachana@example.net","159986800281","383, Maharaj, Bathinda-162823","Self Employed","Minor injuries","Maiores quidem ex fuga beatae repellendus rerum nostrum unde eum aliquam quam dolore.","true"
"49093000000155343","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157416","Kamya Dey","Female","24","5165104762","mandercharita@example.net","904942355172","93/41, Tank Marg, Kota-621964","Teacher","Psychological trauma","Omnis animi quaerat odio nulla deserunt nemo rerum adipisci suscipit mollitia dicta ducimus aliquam quod nesciunt hic reiciendis.","false"
"49093000000155344","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157417","Zaitra Mahal","Female","74","6874455087","mohantybahadurjit@example.net","414727766258","H.No. 275, Tandon, Bihar Sharif 984073","Engineer","Minor injuries","Sint architecto nulla esse velit blanditiis officiis saepe ex nostrum.","true"
"49093000000155345","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157418","Tanish Ahluwalia","Male","24","6388492551","anamikabutala@example.net","555846722496","27, Sawhney Road, Shimla-772755","Driver","Hospitalized","Ut laudantium alias debitis corrupti earum fugit ea dicta.","true"
"49093000000155346","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157418","Vyanjana Vig","Female","72","5660987140","nidhi93@example.com","476354080115","H.No. 610, Narula, Kurnool 297017","Doctor","Serious injuries","Tempore vel fugit eveniet culpa blanditiis aperiam unde iure vero ullam consequatur.","false"
"49093000000155347","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157419","Yutika Dey","Female","60","3056533964","tcherian@example.net","946312694562","30, Atwal Circle, Akola 813413","Doctor","No physical injury","Quo impedit tempore veritatis quae saepe nihil nihil minus omnis esse.","true"
"49093000000155348","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157419","Pranav Doctor","Male","19","3470248273","veerlala@example.com","647500782667","H.No. 368, Bora Marg, Varanasi-605602","Engineer","Minor injuries","Reprehenderit velit provident accusamus dolores repellendus atque soluta voluptates.","false"
"49093000000155349","49093000000013007","2026-06-28 13:27:29:705","2026-06-28 13:27:29:705","49093000000157420","Daniel Bal","Male","36","4961668752","xdua@example.net","282370966422","31, Ben Ganj, Hospet-591618","Government Employee","Minor injuries","Voluptas veritatis officiis consequatur consectetur placeat minima iusto omnis sunt harum aspernatur magni saepe ab.","true"
"49093000000155350","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157421","Mitesh Bora","Male","18","2791038652","zdutta@example.com","378998626194","23/76, Sibal Marg, Mehsana-425585","Teacher","Minor injuries","Laudantium hic consequuntur nostrum inventore facere ipsum veritatis praesentium ut enim.","true"
"49093000000155351","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157422","Nakul Lall","Male","55","7446667148","vkhanna@example.org","083749242449","H.No. 62, Dugal Zila, Burhanpur 495029","Driver","No physical injury","Officiis excepturi dolorem quisquam nulla dolores iste nihil eveniet illum ducimus laborum fugit autem nesciunt.","true"
"49093000000155352","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157422","Isaiah Modi","Male","27","1491243902","naiduviraj@example.com","443356493437","H.No. 738, Dugar Nagar, Kalyan-Dombivli 906042","Farmer","No physical injury","Suscipit porro placeat perferendis rerum cum mollitia sint iure molestias sunt itaque natus tempore eius asperiores.","false"
"49093000000155353","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157423","Jatin Walla","Male","63","8337910728","cgara@example.org","615709579891","H.No. 777, Ganesh Nagar, Barasat 430026","Business","No physical injury","Atque cupiditate quae mollitia est eaque debitis ducimus maiores aut nam dicta dolorem.","true"
"49093000000155354","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157424","Sanaya Sandal","Female","55","4635451472","natarajanyashodhara@example.org","113255174310","536, Brahmbhatt Path, Giridih 497947","Teacher","Serious injuries","Rerum incidunt ut nobis saepe optio iusto ad ratione numquam vitae saepe ducimus dolorem veniam temporibus tempore provident sequi error.","true"
"49093000000155355","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157424","Rehaan Chawla","Male","36","6473495876","eraj@example.com","891589240233","92/25, Mann, Ahmednagar 196062","Doctor","Minor injuries","Consequatur mollitia et dolor impedit voluptate assumenda cum minima porro.","false"
"49093000000155356","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157425","Nitesh Gokhale","Male","62","4094284643","vchauhan@example.org","231240519882","H.No. 46, Parsa Road, Amravati-570400","Teacher","Psychological trauma","Eius quidem non nobis est ratione non doloribus exercitationem perferendis vero impedit molestias explicabo labore optio sapiente.","true"
"49093000000155357","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157425","Aditya Agate","Male","19","9695355856","rkaul@example.org","460914357401","74/957, Kala Path, Dehri-315838","Farmer","Minor injuries","Architecto quasi veritatis quibusdam at at itaque pariatur nostrum.","false"
"49093000000155358","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157426","Hemal Ahluwalia","Female","72","2597572847","dbhasin@example.com","120775425547","H.No. 317, Raval Circle, Mira-Bhayandar 615775","Self Employed","Minor injuries","Natus expedita dolor vero voluptate ab mollitia voluptates aliquid.","true"
"49093000000155359","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157426","Harrison Khalsa","Male","40","5710689972","duawarhi@example.net","179072599478","H.No. 661, Comar Zila, Aurangabad-066211","Self Employed","Minor injuries","Aspernatur quod cumque earum neque corporis voluptates incidunt voluptatum illo velit mollitia laboriosam laboriosam nesciunt.","false"
"49093000000155360","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157427","Nilima Tank","Female","63","9536589345","qsur@example.com","122639598116","H.No. 420, Bawa Marg, Siwan 485156","Driver","Hospitalized","Eius asperiores dolor non qui dolorem placeat numquam nostrum sapiente excepturi.","true"
"49093000000155361","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157427","Balveer Cherian","Male","30","8863608959","simon88@example.com","333860353695","61/12, Shanker Nagar, Gorakhpur-665824","Doctor","Serious injuries","Repudiandae nulla eius fuga consequuntur quae eligendi tempora facere.","false"
"49093000000155362","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157428","Aayush Patil","Male","29","0466116974","manbirdevi@example.com","261642572757","06/764, Walla Marg, Bharatpur-396551","Private Employee","Hospitalized","Necessitatibus culpa adipisci totam odit aliquam architecto tenetur in asperiores pariatur.","true"
"49093000000155363","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157428","Anita Savant","Female","44","3782717873","gaurav54@example.com","290765908816","37, Chander Street, Purnia 434640","Teacher","Minor injuries","Doloribus animi nemo fugiat praesentium nihil ratione rerum sequi numquam porro consequatur.","false"
"49093000000155364","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157429","Daksha Sen","Female","37","2865057515","chanabhavini@example.com","850273429279","89/13, Joshi Path, Sonipat 593194","Farmer","Psychological trauma","Vero aperiam numquam quas voluptas totam eius quia nihil perspiciatis quo enim deleniti minus eligendi doloremque.","true"
"49093000000155365","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157430","Januja Sachdev","Female","46","3622641264","narasimhankeya@example.com","753639210142","H.No. 32, Mander Street, New Delhi-759928","Teacher","Psychological trauma","Architecto iure repellendus molestias dolores modi maxime ipsa corrupti corrupti animi debitis nam praesentium earum nobis reiciendis laboriosam quae quasi quibusdam.","true"
"49093000000155366","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157431","Vansha Balasubramanian","Female","30","1266343309","tandonreva@example.net","338753051757","H.No. 16, Patla Path, Mysore-160348","Self Employed","Serious injuries","Consectetur enim reprehenderit quisquam laborum placeat vel voluptatem occaecati cumque sapiente accusantium suscipit sed provident asperiores amet.","true"
"49093000000155367","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157432","Vedika Mohanty","Female","53","8472430603","wasondalbir@example.net","820746180158","52/853, Merchant Path, Mango 050563","Farmer","Minor injuries","Earum reprehenderit quia enim pariatur necessitatibus sint occaecati tempore soluta suscipit pariatur reiciendis rem possimus soluta sint perspiciatis enim ab.","true"
"49093000000155368","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157433","Jagat Shukla","Male","49","4842185254","vpillay@example.com","032055223032","H.No. 265, Bhakta, Ramgarh-771121","Farmer","Serious injuries","Quisquam neque velit occaecati rem voluptatem maiores nobis commodi error quo tenetur cupiditate maxime accusantium tenetur officia.","true"
"49093000000155369","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157433","Daksh Krishna","Male","28","2540416347","bhavya98@example.org","564546323398","27/22, Vaidya Road, Nagaon 501086","Teacher","Minor injuries","Molestias adipisci minima eius natus accusantium natus quisquam blanditiis vero unde laboriosam ex fuga praesentium.","false"
"49093000000155370","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157434","Samesh Dhawan","Male","28","4029575547","madanikbal@example.com","756972550199","020, Ratti Circle, Serampore 161688","Doctor","No physical injury","Sed distinctio reiciendis explicabo repellat iste rem eveniet voluptatem perferendis maiores porro.","true"
"49093000000155371","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157435","Tanish Subramaniam","Male","48","1593869561","samraeta@example.org","889190063536","43/726, Bandi Ganj, Katihar 997356","Teacher","No physical injury","Voluptatum ipsam optio impedit mollitia id provident dignissimos id nobis quas ab culpa molestias perferendis harum sequi qui temporibus dicta.","true"
"49093000000155372","49093000000013007","2026-06-28 13:27:29:706","2026-06-28 13:27:29:706","49093000000157435","Leena Boase","Female","57","0224699061","ethan83@example.org","610607972220","51/171, Mammen Street, Pondicherry 562611","Self Employed","No physical injury","Quidem ad aspernatur esse cupiditate facilis doloremque magni mollitia alias numquam quidem corporis.","false"
